title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3,passed
18 Presents,2020,10816484,9136,3,6.9,4276,115.0,Drama,Family,Fantasy,1
A Quiet Place Part II,2020,8332922,9918,3,7.2,274635,97.0,Drama,Horror,Sci-Fi,1
ADN,2020,7600716,10933,3,5.9,1372,90.0,Drama,,,1
After Love,2020,10692788,10455,3,7.3,4329,89.0,Drama,,,1
All the Bright Places,2020,3907584,9036,3,6.6,38644,107.0,Drama,Romance,,1
Ammonite,2020,7983894,9490,3,6.5,23507,117.0,Drama,History,Romance,1
An American Pickle,2020,9059704,10028,1,5.7,26696,88.0,Comedy,Fantasy,,0
Antebellum,2020,10065694,10215,3,5.8,29891,105.0,Drama,Horror,Mystery,1
Artemis Fowl,2020,3089630,9208,3,4.3,30458,95.0,Adventure,Family,Fantasy,1
Ava,2020,8784956,10269,2,5.5,63112,96.0,Action,Drama,Thriller,0
Bad Boys For Life,2020,1502397,9071,2,6.5,175980,124.0,Action,Comedy,Crime,0
Bad Hair,2020,4798836,9317,3,5.6,4339,102.0,Comedy,Horror,Music,1
"Banker, The",2020,6285944,10642,1,7.3,35994,120.0,Biography,Drama,,0
Bill &amp; Ted Face the Music,2020,1086064,9255,3,5.9,53181,91.0,Adventure,Comedy,Music,1
Birds of Prey,2020,7713068,9008,3,6.1,265531,109.0,Action,Comedy,Crime,1
Blow the Man Down,2020,8299768,9079,3,6.4,12240,91.0,Comedy,Crime,Drama,1
Borat Subsequent Moviefilm,2020,13143964,9413,3,6.6,154189,95.0,Comedy,,,1
Boss Level,2020,7638348,10407,2,6.8,79580,100.0,Action,Adventure,Comedy,0
Breach,2020,9820556,9470,1,2.9,20012,92.0,Action,Horror,Sci-Fi,0
Cadaver,2020,11284280,9458,3,5.2,12393,86.0,Drama,Horror,Thriller,1
"Call, The",2020,10530176,9362,3,7.1,43942,112.0,Crime,Mystery,Sci-Fi,1
"Courier, The",2020,8368512,9606,3,7.2,74026,112.0,Drama,History,Mystery,1
"Craft: Legacy, The",2020,4685762,10072,3,4.6,16636,97.0,Drama,Fantasy,Horror,1
"Croods: A New Age, The",2020,2850386,9402,3,6.9,53294,95.0,Adventure,Animation,Comedy,1
Demon Slayer: Mugen Train,2020,11032374,10194,0,8.2,73445,117.0,Action,Adventure,Animation,0
Dolittle,2020,6673612,10176,3,5.6,71559,101.0,Adventure,Comedy,Family,1
Druk,2020,10288566,9305,1,7.7,196196,117.0,Drama,,,0
Emma.,2020,9214832,9058,3,6.7,63125,124.0,Comedy,Drama,Romance,1
Enola Holmes,2020,7846844,9283,3,6.6,220578,123.0,Action,Adventure,Crime,1
Eurovision Song Contest: The Story of Fire Saga,2020,8580274,9295,3,6.5,102895,123.0,Comedy,Music,,1
"Evil Next Door, The",2020,11320192,10005,3,5.2,2565,87.0,Horror,Mystery,Thriller,1
Extraction,2020,8936646,9118,3,6.8,264257,116.0,Action,Thriller,,1
Fantasy Island,2020,983946,9358,3,4.9,58297,109.0,Fantasy,Horror,Mystery,1
Four Good Days,2020,10344522,10758,3,6.6,12565,100.0,Drama,,,1
Freaky,2020,10919380,9341,3,6.3,72845,102.0,Comedy,Horror,Thriller,1
French Exit,2020,10279362,10232,3,5.9,8805,113.0,Comedy,Drama,,1
Friend of the World,2020,6074542,10040,3,5.5,90,50.0,Comedy,Horror,Sci-Fi,1
From Stress to Happiness,2020,13079086,9669,1,6.3,362,60.0,Documentary,,,0
Geenland,2020,7737786,10070,3,6.4,135560,119.0,Action,Thriller,,1
Godmothered,2020,11681250,9354,3,6.1,14021,110.0,Comedy,Drama,Family,1
Golden Arm,2020,9572534,10267,3,5.7,719,91.0,Comedy,,,1
Gretel &amp; Hansel,2020,9086228,9397,3,5.5,34167,87.0,Fantasy,Horror,Mystery,1
Greyhound,2020,6048922,9200,0,7.0,115441,91.0,Action,Drama,History,0
"Half of It, The",2020,9683478,9126,3,6.9,43523,104.0,Comedy,Drama,,1
Hamilton,2020,8503618,9225,3,8.3,114514,160.0,Biography,Drama,History,1
Happiest Season,2020,8522006,9395,3,6.6,47513,102.0,Comedy,Romance,,1
Herself,2020,9902160,9452,3,7.0,4739,97.0,Drama,,,1
"High Note, The",2020,9308382,9172,3,6.4,13483,113.0,Drama,Music,Romance,1
His House,2020,8508734,10388,3,6.5,48668,93.0,Drama,Horror,Thriller,1
Holidate,2020,9866072,9839,3,6.1,79182,104.0,Comedy,Romance,,1
Honey Boy,2020,8151874,8965,0,7.2,40956,94.0,Drama,,,0
Horse Girl,2020,11388406,9013,3,6.0,20465,103.0,Drama,Mystery,Thriller,1
Host,2020,12749596,9360,3,6.5,39794,57.0,Horror,Mystery,,1
How to Be a Good Wife,2020,10441958,9658,3,5.8,2221,109.0,Comedy,Drama,,1
"Hunt, The",2020,8244784,9179,3,6.6,129563,90.0,Action,Horror,Thriller,1
I Care a Lot,2020,9893250,9491,3,6.4,146664,118.0,Comedy,Crime,Drama,1
I&#39;m Thinking of Ending Things,2020,7939766,10140,0,6.5,100435,134.0,Drama,Thriller,,0
I&#39;m Your Woman,2020,10243992,9437,3,6.2,9970,120.0,Crime,Drama,,1
Infamous,2020,7703924,9493,3,4.3,3467,100.0,Crime,Drama,Romance,1
